,Customer ID,Customer Name,Segment,Region,Country,City,State,Postal Code
8749,LC-16885,Lena Creighton,Consumer,East,United States,New York City,New York,10009
8751,RB-19465,Rick Bensley,Home Office,South,United States,Tallahassee,Florida,32303
8753,JD-16015,Joy Daniels,Consumer,East,United States,Toledo,Ohio,43615
8756,MF-17665,Maureen Fritzler,Corporate,East,United States,Columbia,Maryland,21044
8760,BF-11170,Ben Ferrer,Home Office,South,United States,Atlanta,Georgia,30318
8762,FO-14305,Frank Olsen,Consumer,West,United States,Sacramento,California,95823
8764,BB-11545,Brenda Bowman,Corporate,Central,United States,Fort Worth,Texas,76106
8768,IL-15100,Ivan Liston,Consumer,East,United States,Columbus,Ohio,43229
8769,PO-19180,Philisse Overcash,Home Office,West,United States,Louisville,Colorado,80027
8771,DB-13555,Dorothy Badders,Corporate,South,United States,Raleigh,North Carolina,27604
8773,LC-16960,Lindsay Castell,Home Office,East,United States,New York City,New York,10024
8775,MP-18175,Mike Pelletier,Home Office,Central,United States,Chicago,Illinois,60623
8776,EA-14035,Erin Ashbrook,Corporate,Central,United States,Huntsville,Texas,77340
8779,BM-11785,Bryan Mills,Consumer,West,United States,Salem,Oregon,97301
8780,CM-12715,Craig Molinari,Corporate,Central,United States,Houston,Texas,77070
8782,JD-16150,Justin Deggeller,Corporate,West,United States,Twin Falls,Idaho,83301
8784,AS-10630,Ann Steele,Home Office,South,United States,Knoxville,Tennessee,37918
8785,CM-11815,Candace McMahon,Corporate,West,United States,Phoenix,Arizona,85023
8788,JE-15715,Joe Elijah,Consumer,South,United States,Monroe,North Carolina,28110
8790,AG-10525,Andy Gerbode,Corporate,South,United States,Richmond,Virginia,23223
8792,BP-11095,Bart Pistole,Corporate,West,United States,Los Angeles,California,90008
8796,MJ-17740,Max Jones,Consumer,West,United States,Orem,Utah,84057
8798,VM-21685,Valerie Mitchum,Home Office,East,United States,Burlington,Vermont,5408
8799,KT-16480,Kean Thornton,Consumer,East,United States,Philadelphia,Pennsylvania,19134
8800,CS-12250,Chris Selesnick,Corporate,Central,United States,Chicago,Illinois,60623
8801,AB-10015,Aaron Bergman,Consumer,Central,United States,Oklahoma City,Oklahoma,73120
8803,AH-10030,Aaron Hawkins,Corporate,East,United States,New York City,New York,10035
8805,DO-13435,Denny Ordway,Consumer,West,United States,Salt Lake City,Utah,84106
8806,MC-17590,Matt Collister,Corporate,East,United States,Utica,New York,13501
8807,JF-15190,Jamie Frazer,Consumer,East,United States,Philadelphia,Pennsylvania,19134
8810,SM-20950,Suzanne McNair,Corporate,West,United States,Los Angeles,California,90004
8811,SP-20650,Stephanie Phelps,Corporate,Central,United States,Jackson,Michigan,49201
8813,CK-12760,Cyma Kinney,Corporate,West,United States,Glendale,Arizona,85301
8814,PW-19240,Pierre Wener,Consumer,East,United States,Wilmington,Delaware,19805
8819,EB-14170,Evan Bailliet,Consumer,Central,United States,Austin,Texas,78745
8820,DK-13090,Dave Kipp,Consumer,South,United States,Orlando,Florida,32839
8824,TB-21055,Ted Butterfield,Consumer,East,United States,Reading,Pennsylvania,19601
8825,AG-10900,Arthur Gainer,Consumer,East,United States,Philadelphia,Pennsylvania,19134
8828,BB-11545,Brenda Bowman,Corporate,Central,United States,Saint Charles,Missouri,63301
8829,VP-21760,Victoria Pisteka,Corporate,Central,United States,Indianapolis,Indiana,46203
8830,RP-19270,Rachel Payne,Corporate,West,United States,Seattle,Washington,98115
8831,DH-13675,Duane Huffman,Home Office,South,United States,Harrisonburg,Virginia,22801
8832,SW-20455,Shaun Weien,Consumer,East,United States,Rochester,New York,14609
8833,KF-16285,Karen Ferguson,Home Office,South,United States,Sandy Springs,Georgia,30328
8841,JR-16210,Justin Ritter,Corporate,West,United States,San Francisco,California,94110
8843,JC-16105,Julie Creighton,Corporate,Central,United States,Minneapolis,Minnesota,55407
8844,BP-11290,Beth Paige,Consumer,East,United States,Columbus,Ohio,43229
8848,FA-14230,Frank Atkinson,Corporate,South,United States,Raleigh,North Carolina,27604
8852,DN-13690,Duane Noonan,Consumer,East,United States,New York City,New York,10011
8853,FO-14305,Frank Olsen,Consumer,East,United States,Philadelphia,Pennsylvania,19143
8855,DP-13105,Dave Poirier,Corporate,West,United States,Meridian,Idaho,83642
8856,JW-15220,Jane Waco,Corporate,West,United States,Sacramento,California,95823
8859,TT-21460,Tonja Turnell,Home Office,South,United States,Charlotte,North Carolina,28205
8860,SN-20560,Skye Norling,Home Office,East,United States,Paterson,New Jersey,7501
8865,JM-15865,John Murray,Consumer,South,United States,Arlington,Virginia,22204
8866,SB-20185,Sarah Brown,Consumer,Central,United States,Chicago,Illinois,60653
8868,CC-12475,Cindy Chapman,Consumer,West,United States,San Diego,California,92037
8869,SH-19975,Sally Hughsby,Corporate,West,United States,Seattle,Washington,98105
8872,RB-19435,Richard Bierner,Consumer,East,United States,Columbus,Ohio,43229
8874,TC-21295,Toby Carlisle,Consumer,Central,United States,Houston,Texas,77095
8875,CT-11995,Carol Triggs,Consumer,Central,United States,Irving,Texas,75061
8877,GZ-14470,Gary Zandusky,Consumer,East,United States,Morristown,New Jersey,7960
8879,AM-10360,Alice McCarthy,Corporate,West,United States,Los Angeles,California,90008
8881,AH-10120,Adrian Hane,Home Office,Central,United States,Aurora,Illinois,60505
8882,MY-18295,Muhammed Yedwab,Corporate,South,United States,Durham,North Carolina,27707
8884,BS-11590,Brendan Sweed,Corporate,East,United States,Columbus,Ohio,43229
8887,BB-10990,Barry Blumstein,Corporate,West,United States,Los Angeles,California,90036
8888,ML-17755,Max Ludwig,Home Office,West,United States,Stockton,California,95207
8889,FC-14245,Frank Carlisle,Home Office,Central,United States,Columbia,Missouri,65203
8891,CR-12625,Corey Roper,Home Office,South,United States,Columbus,Georgia,31907
8892,LC-16960,Lindsay Castell,Home Office,West,United States,San Diego,California,92037
8893,GZ-14470,Gary Zandusky,Consumer,Central,United States,Texas City,Texas,77590
8894,BD-11320,Bill Donatelli,Consumer,West,United States,Los Angeles,California,90004
8898,EM-14095,Eudokia Martin,Corporate,South,United States,Springfield,Virginia,22153
8900,BP-11290,Beth Paige,Consumer,Central,United States,Decatur,Illinois,62521
8904,SU-20665,Stephanie Ulpright,Home Office,East,United States,New York City,New York,10009
8907,AY-10555,Andy Yotov,Corporate,West,United States,San Francisco,California,94110
8908,EM-13825,Elizabeth Moffitt,Corporate,West,United States,Moreno Valley,California,92553
8909,SA-20830,Sue Ann Reed,Consumer,East,United States,Everett,Massachusetts,2149
8910,CA-12265,Christina Anderson,Consumer,South,United States,Chattanooga,Tennessee,37421
8914,CV-12805,Cynthia Voltz,Corporate,Central,United States,Austin,Texas,78745
8919,AH-10690,Anna Häberlin,Corporate,South,United States,Virginia Beach,Virginia,23464
8920,DS-13180,David Smith,Corporate,East,United States,Jamestown,New York,14701
8921,AH-10690,Anna Häberlin,Corporate,South,United States,Coral Gables,Florida,33134
8923,ZC-21910,Zuschuss Carroll,Consumer,South,United States,Hickory,North Carolina,28601
8924,DF-13135,David Flashing,Consumer,Central,United States,Rockford,Illinois,61107
8927,SS-20140,Saphhira Shifley,Corporate,West,United States,Seattle,Washington,98103
8928,FP-14320,Frank Preis,Consumer,Central,United States,Huntsville,Texas,77340
8931,HE-14800,Harold Engle,Corporate,Central,United States,Milwaukee,Wisconsin,53209
8933,SP-20545,Sibella Parks,Corporate,Central,United States,Green Bay,Wisconsin,54302
8934,BP-11185,Ben Peterman,Corporate,East,United States,Philadelphia,Pennsylvania,19120
8936,PG-18895,Paul Gonzalez,Consumer,West,United States,Los Angeles,California,90008
8940,JP-15520,Jeremy Pistek,Consumer,South,United States,North Miami,Florida,33161
8941,NW-18400,Natalie Webber,Consumer,West,United States,Portland,Oregon,97206
8943,SW-20245,Scot Wooten,Consumer,Central,United States,Aurora,Illinois,60505
8944,EH-14005,Erica Hernandez,Home Office,West,United States,San Francisco,California,94109
8945,SC-20260,Scott Cohen,Corporate,West,United States,San Francisco,California,94110
8946,NC-18535,Nick Crebassa,Corporate,East,United States,New Bedford,Massachusetts,2740
8948,AS-10090,Adam Shillingsburg,Consumer,West,United States,San Diego,California,92037
8949,JL-15130,Jack Lebron,Consumer,South,United States,Jackson,Tennessee,38301
8954,VG-21790,Vivek Gonzalez,Consumer,South,United States,Jacksonville,Florida,32216
8955,HG-14965,Henry Goldwyn,Corporate,West,United States,San Diego,California,92024
8956,JH-15430,Jennifer Halladay,Consumer,South,United States,Hialeah,Florida,33012
8958,RO-19780,Rose O'Brian,Consumer,Central,United States,Houston,Texas,77070
8962,LW-17125,Liz Willingham,Consumer,South,United States,Virginia Beach,Virginia,23464
8965,CC-12370,Christopher Conant,Consumer,Central,United States,Houston,Texas,77070
8966,JP-16135,Julie Prescott,Home Office,East,United States,Philadelphia,Pennsylvania,19120
8968,DD-13570,Dorothy Dickinson,Consumer,South,United States,Memphis,Tennessee,38109
8969,ES-14080,Erin Smith,Corporate,East,United States,Lakewood,Ohio,44107
8972,RD-19900,Ruben Dartt,Consumer,East,United States,Philadelphia,Pennsylvania,19120
8973,RL-19615,Rob Lucas,Consumer,West,United States,Los Angeles,California,90008
8974,JP-15460,Jennifer Patt,Corporate,Central,United States,Dallas,Texas,75220
8978,DM-13345,Denise Monton,Corporate,East,United States,Orange,New Jersey,7050
8979,CS-11860,Cari Schnelling,Consumer,Central,United States,Dallas,Texas,75220
8980,DL-13315,Delfina Latchford,Consumer,Central,United States,Romeoville,Illinois,60441
8981,LC-16870,Lena Cacioppo,Consumer,Central,United States,Chicago,Illinois,60623
8985,JG-15115,Jack Garza,Consumer,South,United States,Jacksonville,North Carolina,28540
8989,HM-14860,Harry Marie,Corporate,Central,United States,Springfield,Missouri,65807
8991,TN-21040,Tanja Norvell,Home Office,West,United States,San Francisco,California,94110
8992,VP-21760,Victoria Pisteka,Corporate,South,United States,Columbia,Tennessee,38401
8994,CS-12355,Christine Sundaresam,Consumer,South,United States,Hollywood,Florida,33021
8996,PG-18820,Patrick Gardner,Consumer,Central,United States,Dallas,Texas,75081
8997,HG-14845,Harry Greene,Consumer,Central,United States,Houston,Texas,77041
8999,MH-18115,Mick Hernandez,Home Office,East,United States,Philadelphia,Pennsylvania,19140
9000,TB-21280,Toby Braunhardt,Consumer,West,United States,Phoenix,Arizona,85023
9001,EM-13825,Elizabeth Moffitt,Corporate,South,United States,Sandy Springs,Georgia,30328
9003,JF-15415,Jennifer Ferguson,Consumer,West,United States,Spokane,Washington,99207
9005,NB-18655,Nona Balk,Corporate,Central,United States,Milwaukee,Wisconsin,53209
9009,CS-11860,Cari Schnelling,Consumer,East,United States,Fairfield,Ohio,45014
9010,ND-18460,Neil Ducich,Corporate,South,United States,Huntsville,Alabama,35810
9012,EA-14035,Erin Ashbrook,Corporate,East,United States,New York City,New York,10011
9013,BP-11050,Barry Pond,Corporate,West,United States,Los Angeles,California,90008
9015,NS-18640,Noel Staavos,Corporate,West,United States,Carlsbad,New Mexico,88220
9017,MV-17485,Mark Van Huff,Consumer,West,United States,Pocatello,Idaho,83201
9019,LE-16810,Laurel Elliston,Consumer,South,United States,Springfield,Virginia,22153
9021,VP-21760,Victoria Pisteka,Corporate,East,United States,Toledo,Ohio,43615
9022,TC-21475,Tony Chapman,Home Office,West,United States,Fort Collins,Colorado,80525
9023,SG-20470,Sheri Gordon,Consumer,East,United States,New York City,New York,10024
9024,VP-21760,Victoria Pisteka,Corporate,East,United States,New York City,New York,10035
9027,PO-18865,Patrick O'Donnell,Consumer,East,United States,Marlborough,Massachusetts,1752
9029,JL-15130,Jack Lebron,Consumer,East,United States,New Rochelle,New York,10801
9030,RW-19540,Rick Wilson,Corporate,West,United States,Seattle,Washington,98103
9032,RB-19465,Rick Bensley,Home Office,Central,United States,Detroit,Michigan,48227
9033,SC-20095,Sanjit Chand,Consumer,South,United States,Fayetteville,Arkansas,72701
9034,EM-13960,Eric Murdock,Consumer,Central,United States,Quincy,Illinois,62301
9036,RP-19390,Resi Pölking,Consumer,East,United States,New York City,New York,10035
9039,AB-10105,Adrian Barton,Consumer,Central,United States,Detroit,Michigan,48205
9040,ND-18460,Neil Ducich,Corporate,West,United States,Chandler,Arizona,85224
9041,XP-21865,Xylona Preis,Consumer,South,United States,Hollywood,Florida,33021
9042,MM-18280,Muhammed MacIntyre,Corporate,West,United States,Los Angeles,California,90049
9043,ML-17395,Marina Lichtenstein,Corporate,West,United States,San Francisco,California,94122
9044,KM-16225,Kalyca Meade,Corporate,West,United States,Sunnyvale,California,94086
9049,SL-20155,Sara Luxemburg,Home Office,East,United States,New York City,New York,10011
9050,AJ-10780,Anthony Jacobs,Corporate,West,United States,Los Angeles,California,90004
9051,DK-12835,Damala Kotsonis,Corporate,West,United States,San Francisco,California,94122
9054,BK-11260,Berenike Kampe,Consumer,West,United States,Santa Ana,California,92704
9055,CC-12670,Craig Carreira,Consumer,West,United States,Seattle,Washington,98103
9056,ED-13885,Emily Ducich,Home Office,East,United States,New York City,New York,10011
9057,SV-20785,Stewart Visinsky,Consumer,West,United States,Los Angeles,California,90045
9059,AR-10825,Anthony Rawles,Corporate,West,United States,Seattle,Washington,98103
9060,CS-12250,Chris Selesnick,Corporate,West,United States,San Diego,California,92024
9062,RR-19525,Rick Reed,Corporate,East,United States,New York City,New York,10035
9063,BD-11500,Bradley Drucker,Consumer,Central,United States,Chicago,Illinois,60653
9066,BM-11785,Bryan Mills,Consumer,South,United States,Harrisonburg,Virginia,22801
9067,MS-17365,Maribeth Schnelling,Consumer,East,United States,Rockville,Maryland,20852
9068,BM-11140,Becky Martin,Consumer,West,United States,Des Moines,Washington,98198
9070,KE-16420,Katrina Edelman,Corporate,East,United States,Philadelphia,Pennsylvania,19134
9071,SZ-20035,Sam Zeldin,Home Office,Central,United States,Columbus,Indiana,47201
9072,MB-18085,Mick Brown,Consumer,Central,United States,Springfield,Missouri,65807
9074,DB-13555,Dorothy Badders,Corporate,South,United States,Henderson,Kentucky,42420
9075,CB-12415,Christy Brittain,Consumer,East,United States,Lakewood,Ohio,44107
9077,SP-20650,Stephanie Phelps,Corporate,Central,United States,Omaha,Nebraska,68104
9078,GW-14605,Giulietta Weimer,Consumer,South,United States,Henderson,Kentucky,42420
9080,KH-16630,Ken Heidel,Corporate,West,United States,Santa Ana,California,92704
9082,BG-11035,Barry Gonzalez,Consumer,South,United States,Springfield,Virginia,22153
9083,LO-17170,Lori Olson,Corporate,South,United States,Suffolk,Virginia,23434
9085,DV-13465,Dianna Vittorini,Consumer,West,United States,Los Angeles,California,90049
9086,LR-17035,Lisa Ryan,Corporate,Central,United States,Houston,Texas,77041
9088,RR-19525,Rick Reed,Corporate,South,United States,Cary,North Carolina,27511
9089,TS-21610,Troy Staebel,Consumer,East,United States,Springfield,Ohio,45503
9090,AH-10210,Alan Hwang,Consumer,South,United States,Louisville,Kentucky,40214
9091,DW-13585,Dorothy Wardle,Corporate,East,United States,Troy,Ohio,45373
9093,AJ-10945,Ashley Jarboe,Consumer,Central,United States,Detroit,Michigan,48227
9097,SV-20785,Stewart Visinsky,Consumer,Central,United States,Bloomington,Indiana,47401
9098,MG-17650,Matthew Grinstein,Home Office,Central,United States,Dallas,Texas,75081
9101,AB-10105,Adrian Barton,Consumer,Central,United States,Houston,Texas,77041
9107,MM-18280,Muhammed MacIntyre,Corporate,Central,United States,Haltom City,Texas,76117
9110,MA-17995,Michelle Arnett,Home Office,South,United States,Richmond,Virginia,23223
9114,EB-13975,Erica Bern,Corporate,West,United States,Los Angeles,California,90049
9115,NS-18505,Neola Schneider,Consumer,East,United States,Philadelphia,Pennsylvania,19140
9119,RB-19795,Ross Baird,Home Office,West,United States,Los Angeles,California,90036
9121,JK-15325,Jason Klamczynski,Corporate,West,United States,Los Angeles,California,90032
9122,PR-18880,Patrick Ryan,Consumer,West,United States,San Francisco,California,94109
9123,EH-13945,Eric Hoffmann,Consumer,East,United States,Philadelphia,Pennsylvania,19120
9124,MA-17560,Matt Abelman,Home Office,Central,United States,Houston,Texas,77070
9126,MA-17995,Michelle Arnett,Home Office,West,United States,Las Cruces,New Mexico,88001
9127,JL-15505,Jeremy Lonsdale,Consumer,Central,United States,Houston,Texas,77070
9128,AS-10045,Aaron Smayling,Corporate,West,United States,Redmond,Oregon,97756
9129,DC-12850,Dan Campbell,Consumer,East,United States,Cleveland,Ohio,44105
9131,MD-17860,Michael Dominguez,Corporate,East,United States,Laurel,Maryland,20707
9133,RH-19510,Rick Huthwaite,Home Office,West,United States,San Diego,California,92037
9134,TB-21175,Thomas Boland,Corporate,South,United States,Wilson,North Carolina,27893
9137,EB-13930,Eric Barreto,Consumer,South,United States,Saint Petersburg,Florida,33710
9139,BM-11785,Bryan Mills,Consumer,Central,United States,Buffalo Grove,Illinois,60089
9140,BT-11530,Bradley Talbott,Home Office,West,United States,Los Angeles,California,90049
9141,FW-14395,Fred Wasserman,Corporate,East,United States,New York City,New York,10011
9142,RD-19480,Rick Duston,Consumer,West,United States,Las Vegas,Nevada,89115
9145,TP-21130,Theone Pippenger,Consumer,Central,United States,Naperville,Illinois,60540
9146,CB-12535,Claudia Bergmann,Corporate,East,United States,Burlington,Vermont,5408
9149,QJ-19255,Quincy Jones,Corporate,Central,United States,Detroit,Michigan,48234
9151,KM-16720,Kunst Miller,Consumer,West,United States,Avondale,Arizona,85323
9154,KM-16660,Khloe Miller,Consumer,East,United States,Philadelphia,Pennsylvania,19140
9155,IM-15055,Ionia McGrath,Consumer,West,United States,Las Vegas,Nevada,89115
9156,ML-17395,Marina Lichtenstein,Corporate,East,United States,Bangor,Maine,4401
9159,GH-14410,Gary Hansen,Home Office,South,United States,Hendersonville,Tennessee,37075
9161,AG-10900,Arthur Gainer,Consumer,Central,United States,Eau Claire,Wisconsin,54703
9163,MG-17695,Maureen Gnade,Consumer,Central,United States,Chicago,Illinois,60610
9165,MJ-17740,Max Jones,Consumer,West,United States,San Diego,California,92037
9168,SJ-20125,Sanjit Jacobs,Home Office,South,United States,Jackson,Mississippi,39212
9170,LB-16795,Laurel Beltran,Home Office,West,United States,Oxnard,California,93030
9174,SB-20185,Sarah Brown,Consumer,West,United States,Kent,Washington,98031
9176,CC-12610,Corey Catlett,Corporate,South,United States,Nashville,Tennessee,37211
9177,DP-13000,Darren Powers,Consumer,East,United States,New York City,New York,10035
9179,JL-15505,Jeremy Lonsdale,Consumer,West,United States,Westminster,California,92683
9187,SM-20320,Sean Miller,Home Office,East,United States,Allentown,Pennsylvania,18103
9192,BB-10990,Barry Blumstein,Corporate,Central,United States,San Antonio,Texas,78207
9194,PB-19150,Philip Brown,Consumer,West,United States,Avondale,Arizona,85323
9196,GM-14680,Greg Matthias,Consumer,West,United States,San Jose,California,95123
9200,NR-18550,Nick Radford,Consumer,East,United States,Perth Amboy,New Jersey,8861
9202,EH-13765,Edward Hooks,Corporate,East,United States,New York City,New York,10011
9204,FH-14365,Fred Hopkins,Corporate,West,United States,Los Angeles,California,90004
9205,BT-11680,Brian Thompson,Consumer,East,United States,Milford,Connecticut,6460
9207,AB-10105,Adrian Barton,Consumer,Central,United States,Bloomington,Illinois,61701
9208,SC-20230,Scot Coram,Corporate,West,United States,Seattle,Washington,98105
9209,RS-19870,Roy Skaria,Home Office,Central,United States,Burlington,Iowa,52601
9211,AI-10855,Arianne Irving,Consumer,West,United States,Roseville,California,95661
9212,DJ-13420,Denny Joy,Corporate,West,United States,San Francisco,California,94110
9214,BF-10975,Barbara Fisher,Corporate,East,United States,Philadelphia,Pennsylvania,19120
9215,TH-21235,Tiffany House,Corporate,West,United States,Los Angeles,California,90049
9217,AW-10930,Arthur Wiediger,Home Office,Central,United States,Minneapolis,Minnesota,55407
9218,JW-15955,Joni Wasserman,Consumer,East,United States,Philadelphia,Pennsylvania,19120
9220,MH-18025,Michelle Huthwaite,Consumer,South,United States,Lafayette,Louisiana,70506
9223,FM-14290,Frank Merwin,Home Office,Central,United States,Bryan,Texas,77803
9227,GZ-14545,George Zrebassa,Corporate,West,United States,Los Angeles,California,90008
9228,TC-21535,Tracy Collins,Home Office,West,United States,Los Angeles,California,90049
9229,TB-21520,Tracy Blumstein,Consumer,West,United States,Los Angeles,California,90045
9231,RP-19390,Resi Pölking,Consumer,West,United States,Phoenix,Arizona,85023
9232,LR-16915,Lena Radford,Consumer,West,United States,Los Angeles,California,90036
9238,MM-17260,Magdelene Morse,Consumer,East,United States,Columbus,Ohio,43229
9239,NB-18655,Nona Balk,Corporate,South,United States,Tallahassee,Florida,32303
9242,DS-13030,Darrin Sayre,Home Office,West,United States,San Francisco,California,94122
9246,VF-21715,Vicky Freymann,Home Office,West,United States,San Francisco,California,94109
9248,SW-20275,Scott Williamson,Consumer,East,United States,New York City,New York,10009
9250,PW-19030,Pauline Webber,Corporate,Central,United States,Marion,Iowa,52302
9251,KD-16615,Ken Dana,Corporate,West,United States,Los Angeles,California,90008
9252,DO-13645,Doug O'Connell,Consumer,South,United States,Pine Bluff,Arkansas,71603
9254,GA-14725,Guy Armstrong,Consumer,Central,United States,Columbia,Missouri,65203
9260,JL-15505,Jeremy Lonsdale,Consumer,Central,United States,Aberdeen,South Dakota,57401
9261,SU-20665,Stephanie Ulpright,Home Office,West,United States,Seattle,Washington,98103
9262,FM-14380,Fred McMath,Consumer,Central,United States,Detroit,Michigan,48227
9264,MY-17380,Maribeth Yedwab,Corporate,South,United States,Memphis,Tennessee,38109
9266,NM-18445,Nathan Mautz,Home Office,West,United States,North Las Vegas,Nevada,89031
9267,CS-11950,Carlos Soltero,Consumer,East,United States,Freeport,New York,11520
9269,PK-19075,Pete Kriz,Consumer,East,United States,New York City,New York,10035
9271,HM-14860,Harry Marie,Corporate,East,United States,New York City,New York,10024
9273,AH-10210,Alan Hwang,Consumer,South,United States,Henderson,Kentucky,42420
9274,FC-14335,Fred Chung,Corporate,West,United States,Albuquerque,New Mexico,87105
9275,CP-12085,Cathy Prescott,Corporate,South,United States,Delray Beach,Florida,33445
9277,SC-20305,Sean Christensen,Consumer,East,United States,Philadelphia,Pennsylvania,19140
9280,HJ-14875,Heather Jas,Home Office,West,United States,Seattle,Washington,98105
9281,CB-12025,Cassandra Brandow,Consumer,South,United States,Richmond,Virginia,23223
9282,EH-14185,Evan Henry,Consumer,South,United States,West Palm Beach,Florida,33407
9283,LW-17215,Luke Weiss,Consumer,West,United States,Fort Collins,Colorado,80525
9284,MK-17905,Michael Kennedy,Corporate,Central,United States,Franklin,Wisconsin,53132
9285,JH-15820,John Huston,Consumer,South,United States,Monroe,North Carolina,28110
9286,DB-13270,Deborah Brumfield,Home Office,Central,United States,Dallas,Texas,75081
9288,TB-21625,Trudy Brown,Consumer,East,United States,Philadelphia,Pennsylvania,19134
9289,NM-18445,Nathan Mautz,Home Office,West,United States,San Francisco,California,94109
9290,TT-21220,Thomas Thornton,Consumer,East,United States,Dover,Delaware,19901
9292,RS-19765,Roland Schwarz,Corporate,Central,United States,Waco,Texas,76706
9293,TB-21625,Trudy Brown,Consumer,East,United States,Hagerstown,Maryland,21740
9294,AM-10360,Alice McCarthy,Corporate,East,United States,Cleveland,Ohio,44105
9296,MP-17965,Michael Paige,Corporate,Central,United States,Mcallen,Texas,78501
9305,MH-17290,Marc Harrigan,Home Office,West,United States,Santa Fe,New Mexico,87505
9306,CA-12265,Christina Anderson,Consumer,West,United States,San Francisco,California,94110
9310,KD-16615,Ken Dana,Corporate,East,United States,New York City,New York,10024
9311,DW-13540,Don Weiss,Consumer,Central,United States,Dallas,Texas,75220
9313,AG-10495,Andrew Gjertsen,Corporate,Central,United States,Detroit,Michigan,48234
9315,JH-16180,Justin Hirsh,Consumer,East,United States,Philadelphia,Pennsylvania,19140
9317,DK-13090,Dave Kipp,Consumer,Central,United States,Carrollton,Texas,75007
9318,AR-10825,Anthony Rawles,Corporate,East,United States,New York City,New York,10009
9321,SM-20005,Sally Matthias,Consumer,Central,United States,Houston,Texas,77041
9323,DB-13660,Duane Benoit,Consumer,West,United States,Los Angeles,California,90036
9326,PF-19225,Phillip Flathmann,Consumer,West,United States,Edmonds,Washington,98026
9329,AJ-10945,Ashley Jarboe,Consumer,West,United States,San Francisco,California,94110
9330,EB-14110,Eugene Barchas,Consumer,East,United States,New York City,New York,10035
9331,ES-14080,Erin Smith,Corporate,West,United States,Springfield,Oregon,97477
9332,SS-20410,Shahid Shariari,Consumer,South,United States,Georgetown,Kentucky,40324
9334,AG-10900,Arthur Gainer,Consumer,South,United States,Coral Springs,Florida,33065
9336,CY-12745,Craig Yedwab,Corporate,West,United States,San Francisco,California,94110
9337,RP-19270,Rachel Payne,Corporate,West,United States,San Francisco,California,94110
9342,DB-13360,Dennis Bolton,Home Office,West,United States,Riverside,California,92503
9343,CK-12325,Christine Kargatis,Home Office,East,United States,Troy,Ohio,45373
9348,DN-13690,Duane Noonan,Consumer,West,United States,Moreno Valley,California,92553
9350,DP-13105,Dave Poirier,Corporate,West,United States,Seattle,Washington,98115
9352,RO-19780,Rose O'Brian,Consumer,Central,United States,Chicago,Illinois,60623
9354,MA-17560,Matt Abelman,Home Office,Central,United States,Jackson,Michigan,49201
9357,JD-15895,Jonathan Doherty,Corporate,East,United States,New York City,New York,10024
9361,PS-18970,Paul Stevenson,Home Office,West,United States,Seattle,Washington,98105
9365,JF-15415,Jennifer Ferguson,Consumer,Central,United States,Saint Charles,Missouri,63301
9366,RD-19480,Rick Duston,Consumer,East,United States,Long Beach,New York,11561
9368,ES-14080,Erin Smith,Corporate,East,United States,Lakewood,New Jersey,8701
9369,KN-16390,Katherine Nockton,Corporate,East,United States,Clinton,Maryland,20735
9370,VP-21760,Victoria Pisteka,Corporate,East,United States,Columbus,Ohio,43229
9373,CS-11950,Carlos Soltero,Consumer,West,United States,Pasadena,California,91104
9374,KB-16600,Ken Brennan,Corporate,West,United States,Seattle,Washington,98105
9375,AJ-10945,Ashley Jarboe,Consumer,West,United States,Los Angeles,California,90045
9376,PO-18865,Patrick O'Donnell,Consumer,East,United States,East Orange,New Jersey,7017
9377,DP-13105,Dave Poirier,Corporate,Central,United States,Eau Claire,Wisconsin,54703
9378,GM-14500,Gene McClure,Consumer,Central,United States,Chicago,Illinois,60610
9379,CC-12670,Craig Carreira,Consumer,South,United States,Tampa,Florida,33614
9384,SJ-20125,Sanjit Jacobs,Home Office,East,United States,New York City,New York,10009
9385,SF-20200,Sarah Foster,Consumer,West,United States,Mesa,Arizona,85204
9386,RM-19375,Raymond Messe,Consumer,East,United States,Burlington,Vermont,5408
9390,KM-16375,Katherine Murray,Home Office,Central,United States,Houston,Texas,77070
9391,FH-14275,Frank Hawley,Corporate,Central,United States,Aurora,Illinois,60505
9392,DG-13300,Deirdre Greer,Corporate,West,United States,Denver,Colorado,80219
9393,MW-18220,Mitch Webber,Consumer,East,United States,New York City,New York,10011
9399,SC-20845,Sung Chung,Consumer,Central,United States,Arlington Heights,Illinois,60004
9400,BD-11500,Bradley Drucker,Consumer,South,United States,Newport News,Virginia,23602
9401,LP-17080,Liz Pelletier,Consumer,West,United States,Tucson,Arizona,85705
9402,NP-18700,Nora Preis,Consumer,East,United States,New York City,New York,10024
9404,DP-13105,Dave Poirier,Corporate,East,United States,Philadelphia,Pennsylvania,19134
9405,RB-19465,Rick Bensley,Home Office,Central,United States,Chicago,Illinois,60653
9407,LC-17140,Logan Currie,Consumer,East,United States,New York City,New York,10035
9409,WB-21850,William Brown,Consumer,East,United States,Philadelphia,Pennsylvania,19143
9411,MH-17785,Maya Herman,Corporate,West,United States,Glendale,Arizona,85301
9412,SC-20305,Sean Christensen,Consumer,West,United States,Los Angeles,California,90036
9413,MH-17620,Matt Hagelstein,Corporate,Central,United States,Houston,Texas,77041
9414,JC-15775,John Castell,Consumer,West,United States,Seattle,Washington,98115
